tile,scale,entropy,lap_var,grad_energy,blockiness,aliasing,noise_ratio
n02787622_n02787622_11036_100_3_3_100_0_0.png,100,6.52,256.4,6.16,1.63,0.28,0.42
n02966193_n02966193_88531_75_3_1_100_0_0.png,100,7.17,248.1,7.69,1.38,0.18,0.21
n07715103_n07715103_5736_100_0_0_100_0_0.png,100,7.23,288.3,5.99,1.21,0.27,0.30
n01729322_n01729322_6356_100_0_0_100_0_0.png,100,7.48,280.3,6.82,1.44,0.29,0.26
n07714571_n07714571_12936_100_2_4_100_0_0.png,100,6.75,169.5,8.04,1.70,0.20,0.19
n03018349_n03018349_7037_50_0_1_100_0_0.png,100,6.87,354.6,5.72,1.21,0.30,0.33
n03924679_n03924679_8787_100_0_0_100_0_0.png,100,7.24,308.8,5.49,1.34,0.28,0.34
n02025239_n02025239_3241_75_0_0_100_0_0.png,100,6.52,663.2,6.51,1.42,0.36,0.39
n02088364_n02088364_12952_100_1_1_100_0_0.png,100,7.28,409.1,5.35,1.48,0.41,0.52
n13044778_n13044778_10645_75_2_1_100_0_0.png,100,7.53,362.6,9.62,1.83,0.23,0.24
n07754684_n07754684_10066_100_3_1_100_0_0.png,100,6.90,116.4,5.36,1.05,0.25,0.22
n02087046_n02087046_127_50_2_3_100_0_0.png,100,6.76,794.0,7.42,1.66,0.43,0.54
n02447366_n02447366_26855_75_0_3_100_0_0.png,100,6.94,368.1,6.93,1.43,0.25,0.31
n02325366_n02325366_4829_100_0_1_100_0_0.png,100,6.76,340.0,6.87,1.98,0.28,0.41
n03980874_n03980874_1462_100_0_0_100_0_0.png,100,6.25,242.5,6.89,1.44,0.24,0.37
n03769881_n03769881_2341_50_1_1_100_0_0.png,100,7.35,698.8,6.34,1.35,0.34,0.34
n03478589_n03478589_13674_100_2_4_100_0_0.png,100,7.17,269.9,5.18,1.41,0.23,0.30
n04476259_n04476259_714_75_0_0_100_0_0.png,100,6.53,240.7,5.12,0.93,0.23,0.30
n04311004_n04311004_3137_75_0_0_100_0_0.png,100,5.83,374.4,6.48,1.36,0.27,0.35
n03954731_n03954731_12476_100_0_1_100_0_0.png,100,6.88,161.1,5.01,1.30,0.27,0.28
n02123045_n02123045_8951_75_0_0_100_0_0.png,100,7.37,1163.7,6.89,1.63,0.47,0.52
n03344393_n03344393_4306_50_1_1_100_0_0.png,100,7.13,575.5,5.41,1.27,0.38,0.50
n01773797_n01773797_6719_100_0_0_100_0_0.png,100,7.02,696.7,6.40,1.40,0.35,0.40
n10148035_n10148035_20816_100_0_0_100_0_0.png,100,7.26,930.4,6.16,1.39,0.37,0.37
n07579787_n07579787_7375_100_0_1_100_0_0.png,100,7.51,327.4,6.80,1.69,0.26,0.33
n07711569_n07711569_895_100_0_1_100_0_0.png,100,7.19,201.2,6.49,1.32,0.19,0.26
n07693725_n07693725_1286_75_0_0_100_0_0.png,100,7.59,729.6,7.21,1.67,0.38,0.43
n02909870_n02909870_18942_75_0_0_100_0_0.png,100,7.55,505.6,5.24,1.21,0.33,0.36
n03871628_n03871628_12731_75_3_7_100_0_0.png,100,6.51,239.6,8.81,1.65,0.22,0.14
n03201208_n03201208_10474_100_0_0_100_0_0.png,100,7.05,549.5,9.18,1.97,0.28,0.36
n02128385_n02128385_393_100_0_0_100_0_0.png,100,7.24,1030.2,7.23,1.89,0.39,0.50
n02815834_n02815834_10897_100_2_1_100_0_0.png,100,6.51,360.1,5.92,1.30,0.23,0.28
n02113023_n02113023_3075_75_0_0_100_0_0.png,100,7.21,581.8,5.70,1.38,0.37,0.41
n03594734_n03594734_28213_100_1_1_100_0_0.png,100,5.86,346.0,5.20,1.71,0.34,0.46
n01950731_n01950731_1335_100_3_5_100_0_0.png,100,7.08,131.5,6.16,1.42,0.18,0.22
n03467068_n03467068_7166_100_0_0_100_0_0.png,100,7.56,570.1,7.75,1.66,0.29,0.39
n03976467_n03976467_5195_75_2_2_100_0_0.png,100,7.42,481.4,5.81,1.21,0.26,0.29
n03496892_n03496892_244_100_5_6_100_0_0.png,100,5.76,280.8,5.66,1.35,0.30,0.47
n02009912_n02009912_2725_100_0_0_100_0_0.png,100,7.33,382.3,6.18,1.31,0.36,0.34
n01740131_n01740131_14510_75_0_0_100_0_0.png,100,7.27,128.8,8.58,1.64,0.20,0.13
n04141327_n04141327_9411_25_0_2_100_0_0.png,100,6.88,327.6,8.34,1.64,0.31,0.27
n01860187_n01860187_573_100_0_0_100_0_0.png,100,5.94,408.1,7.22,1.90,0.33,0.43
n02107908_n02107908_5117_75_0_0_100_0_0.png,100,7.36,172.0,6.81,1.32,0.20,0.20
n12768682_n12768682_26319_100_0_0_100_0_0.png,100,7.79,439.9,6.69,1.30,0.30,0.27
n02127052_n02127052_20929_100_0_0_100_0_0.png,100,7.55,808.6,7.40,1.71,0.42,0.46
n02123394_n02123394_4698_75_0_0_100_0_0.png,100,6.84,613.7,5.29,1.30,0.41,0.53
n02133161_n02133161_16258_75_0_1_100_0_0.png,100,7.16,282.3,5.77,1.30,0.34,0.34
n02098105_n02098105_3572_100_0_0_100_0_0.png,100,7.28,252.6,6.68,1.64,0.23,0.36
n01734418_n01734418_7472_75_2_0_100_0_0.png,100,7.18,341.3,9.09,1.70,0.15,0.22
n04523525_n04523525_6737_100_3_11_100_0_0.png,100,6.71,126.6,5.31,1.37,0.19,0.23
n03661043_n03661043_271_75_0_2_100_0_0.png,100,7.30,230.3,5.60,1.12,0.23,0.32
n09288635_n09288635_3014_100_3_2_100_0_0.png,100,6.65,130.7,5.46,1.32,0.20,0.33
n02105855_n02105855_12953_100_1_1_100_0_0.png,100,7.70,162.8,5.73,2.24,0.23,0.25
n02107908_n02107908_10094_25_2_1_100_0_0.png,100,6.56,236.5,6.06,1.32,0.33,0.41
n03483316_n03483316_3586_100_0_0_100_0_0.png,100,7.63,348.9,8.89,1.64,0.21,0.18
n02317335_n02317335_4075_100_0_0_100_0_0.png,100,7.68,226.8,6.00,1.17,0.27,0.25
n02977058_n02977058_25797_100_0_0_100_0_0.png,100,7.22,764.5,5.54,1.54,0.47,0.51
n02799071_n02799071_11452_100_5_7_100_0_0.png,100,6.29,583.6,8.57,2.04,0.39,0.43
n02108089_n02108089_5967_75_0_0_100_0_0.png,100,7.14,1255.9,6.16,1.69,0.48,0.56
n01768244_n01768244_1039_100_0_0_100_0_0.png,100,7.17,322.6,6.71,1.51,0.23,0.34
n02102177_n02102177_8361_100_0_0_100_0_0.png,100,7.48,889.6,5.69,1.28,0.37,0.41
n04037443_n04037443_39147_75_0_0_100_0_0.png,100,6.70,809.1,6.87,1.56,0.41,0.48
n04141327_n04141327_5374_75_1_3_100_0_0.png,100,6.64,566.2,7.60,1.84,0.35,0.52
n03207941_n03207941_11668_100_0_0_100_0_0.png,100,6.54,401.9,6.01,1.33,0.30,0.39
n09468604_n09468604_3215_75_2_1_100_0_0.png,100,6.75,128.4,5.96,1.16,0.23,0.27
n02058221_n02058221_724_75_1_3_100_0_0.png,100,7.84,388.6,6.33,1.32,0.29,0.33
n01728920_n01728920_14980_100_0_1_100_0_0.png,100,6.97,486.5,6.49,1.53,0.25,0.30
n03720891_n03720891_7616_100_0_0_100_0_0.png,100,7.19,858.7,6.31,1.38,0.35,0.39
n03992509_n03992509_9317_75_0_0_100_0_0.png,100,7.62,371.5,5.74,1.20,0.25,0.30
n01704323_n01704323_4361_100_0_0_100_0_0.png,100,7.04,458.2,5.56,1.46,0.36,0.51
n01983481_n01983481_7077_100_0_1_100_0_0.png,100,7.09,180.6,5.62,1.16,0.24,0.26
n04264628_n04264628_10692_100_0_0_100_0_0.png,100,6.79,533.0,5.25,1.26,0.43,0.40
n09246464_n09246464_38010_50_0_0_100_0_0.png,100,6.56,851.4,8.12,2.00,0.42,0.54
n03759954_n03759954_11581_75_1_4_100_0_0.png,100,7.34,141.0,5.14,1.18,0.21,0.38
n02009229_n02009229_4612_75_0_0_100_0_0.png,100,6.77,341.7,6.41,1.26,0.30,0.33
n02870880_n02870880_10585_100_3_3_100_0_0.png,100,6.83,271.6,6.88,1.56,0.16,0.20
n01664065_n01664065_2251_75_0_0_100_0_0.png,100,7.59,687.8,6.20,1.42,0.36,0.41
n07836838_n07836838_14939_75_1_4_100_0_0.png,100,7.70,262.7,6.79,1.31,0.20,0.21
n04389033_n04389033_19175_100_1_4_100_0_0.png,100,7.36,313.4,6.61,1.39,0.19,0.24
n02087394_n02087394_8260_75_0_0_100_0_0.png,100,7.06,746.9,5.77,1.51,0.42,0.50
n02105412_n02105412_3534_50_1_0_100_0_0.png,100,7.53,474.8,5.79,1.37,0.34,0.42
n03933933_n03933933_26886_75_0_0_100_0_0.png,100,7.51,823.5,5.95,1.27,0.41,0.43
n02441942_n02441942_10569_100_0_0_100_0_0.png,100,7.13,176.0,7.52,1.44,0.26,0.19
n04325704_n04325704_6719_75_0_0_100_0_0.png,100,6.66,493.0,6.11,1.36,0.40,0.49
n02834397_n02834397_6526_100_3_0_100_0_0.png,100,6.72,284.1,6.18,1.57,0.29,0.45
n01877812_n01877812_5468_75_0_0_100_0_0.png,100,7.63,883.0,8.13,2.08,0.41,0.47
n01675722_n01675722_3594_100_0_1_100_0_0.png,100,6.95,135.2,5.54,1.18,0.24,0.21
n02319095_n02319095_12884_75_1_4_100_0_0.png,100,7.70,236.5,9.60,1.73,0.18,0.15
n02786058_n02786058_11355_100_0_0_100_0_0.png,100,6.74,397.6,5.67,1.18,0.22,0.31
n03786901_n03786901_3524_75_0_0_100_0_0.png,100,7.76,320.6,5.65,1.01,0.25,0.24
n04467665_n04467665_10307_100_2_4_100_0_0.png,100,6.36,425.5,6.36,1.34,0.24,0.23
n03866082_n03866082_8334_100_2_1_100_0_0.png,100,7.57,289.6,6.04,1.16,0.24,0.31
n02096051_n02096051_6045_75_0_0_100_0_0.png,100,7.51,157.6,6.21,1.20,0.22,0.21
n02415577_n02415577_9461_100_1_3_100_0_0.png,100,7.50,446.3,6.98,1.93,0.28,0.40
n02790996_n02790996_4570_75_3_4_100_0_0.png,100,7.06,474.3,5.37,1.43,0.39,0.43
n01768244_n01768244_7558_75_0_0_100_0_0.png,100,6.68,1078.0,9.00,2.40,0.47,0.60
n07716906_n07716906_2605_100_1_2_100_0_0.png,100,7.08,133.7,5.91,1.49,0.20,0.20
n02510455_n02510455_7780_75_0_0_100_0_0.png,100,7.89,746.3,7.56,1.70,0.36,0.35
n07875152_n07875152_3030_100_2_3_100_0_0.png,100,7.16,244.2,5.46,1.30,0.29,0.34
n03676483_n03676483_3563_100_0_0_100_0_0.png,100,6.90,614.9,6.23,1.42,0.29,0.39
n01735189_n01735189_14768_50_3_3_100_0_0.png,100,7.77,382.4,9.59,1.77,0.24,0.22
n04310018_n04310018_8818_100_2_2_100_0_0.png,100,7.42,346.2,6.96,1.48,0.21,0.29
n02974003_n02974003_2245_75_0_1_100_0_0.png,100,6.80,387.2,5.64,1.15,0.25,0.30
n02236044_n02236044_6862_50_0_0_100_0_0.png,100,6.92,649.7,7.25,1.58,0.40,0.44
n01798484_n01798484_24418_100_0_0_100_0_0.png,100,6.39,229.9,5.66,1.22,0.25,0.40
n02110627_n02110627_5982_75_0_0_100_0_0.png,100,7.70,131.7,6.14,1.11,0.19,0.18
n02117135_n02117135_9857_75_0_0_100_0_0.png,100,6.63,942.0,9.25,2.14,0.42,0.54
n02206856_n02206856_2292_75_0_0_100_0_0.png,100,7.07,854.5,6.55,1.38,0.33,0.33
n02091134_n02091134_3970_100_0_0_100_0_0.png,100,7.46,685.4,6.18,1.36,0.37,0.46
n01688243_n01688243_2783_75_0_1_100_0_0.png,100,7.65,375.4,5.41,1.07,0.36,0.38
n02113799_n02113799_10061_100_8_0_100_0_0.png,100,6.90,148.9,6.16,1.81,0.22,0.28
n02492660_n02492660_4652_100_0_2_100_0_0.png,100,6.72,150.4,9.43,1.74,0.13,0.11
n03388183_n03388183_9355_75_0_0_100_0_0.png,100,6.75,739.4,5.82,1.31,0.38,0.44
n04136333_n04136333_15836_75_0_0_100_0_0.png,100,7.53,709.5,6.75,1.48,0.36,0.44
n01986214_n01986214_8041_75_0_0_100_0_0.png,100,7.28,312.5,6.89,1.32,0.24,0.28
n02317335_n02317335_20390_100_1_1_100_0_0.png,100,6.38,284.2,7.00,1.66,0.20,0.23
n04467665_n04467665_9941_50_1_3_100_0_0.png,100,7.04,559.9,6.28,1.36,0.29,0.41
n03018349_n03018349_6059_100_1_1_100_0_0.png,100,7.36,112.5,5.27,1.24,0.23,0.20
n02123159_n02123159_7430_75_0_0_100_0_0.png,100,7.29,843.9,7.60,1.96,0.43,0.46
n04238763_n04238763_5753_75_3_7_100_0_0.png,100,6.75,287.9,7.68,1.35,0.20,0.21
n04550184_n04550184_72965_100_0_0_100_0_0.png,100,7.31,285.9,6.33,1.46,0.20,0.27
n03534580_n03534580_15035_100_3_4_100_0_0.png,100,6.56,359.3,6.12,1.50,0.24,0.31
n04487081_n04487081_35577_50_0_1_100_0_0.png,100,7.13,312.4,7.36,1.20,0.20,0.22
n04039381_n04039381_968_100_0_1_100_0_0.png,100,6.08,177.9,6.11,1.16,0.14,0.13
n07768694_n07768694_3616_100_0_0_100_0_0.png,100,7.41,479.2,6.97,1.51,0.32,0.30
n02101006_n02101006_5503_100_0_0_100_0_0.png,100,7.37,261.9,9.29,1.94,0.18,0.21
n02669723_n02669723_4196_100_0_0_100_0_0.png,100,6.66,709.0,5.01,1.25,0.38,0.41
n02119789_n02119789_12477_100_0_0_100_0_0.png,100,6.99,898.5,6.40,1.59,0.46,0.58
n02138441_n02138441_5812_100_2_0_100_0_0.png,100,6.71,467.9,5.82,1.71,0.41,0.58
n02807133_n02807133_12607_100_1_4_100_0_0.png,100,7.02,186.5,6.16,1.14,0.15,0.18
n03388549_n03388549_6386_75_0_0_100_0_0.png,100,7.00,276.5,6.30,1.20,0.15,0.21
n03590841_n03590841_10484_75_0_1_100_0_0.png,100,7.09,226.9,5.22,0.93,0.24,0.26
n02114367_n02114367_17998_75_0_0_100_0_0.png,100,7.72,596.1,7.54,1.76,0.36,0.41
n04350905_n04350905_14961_100_6_1_100_0_0.png,100,6.92,306.2,7.24,1.77,0.21,0.24
n01768244_n01768244_5807_100_2_3_100_0_0.png,100,6.05,178.0,5.86,2.03,0.27,0.31
n02056570_n02056570_6501_100_1_0_100_0_0.png,100,6.29,398.6,7.55,2.05,0.29,0.41
n02090379_n02090379_4150_100_0_0_100_0_0.png,100,7.64,395.4,6.74,1.50,0.25,0.29
n03127747_n03127747_8223_75_0_0_100_0_0.png,100,7.15,428.4,6.76,1.26,0.25,0.27
n01695060_n01695060_9062_100_1_2_100_0_0.png,100,6.97,671.3,8.42,2.13,0.29,0.47
n02860847_n02860847_18693_100_0_0_100_0_0.png,100,7.17,233.9,5.12,1.06,0.28,0.29
n02100735_n02100735_437_75_0_0_100_0_0.png,100,7.31,227.4,7.36,1.28,0.17,0.21
n07880968_n07880968_5670_100_0_0_100_0_0.png,100,7.06,283.3,6.46,1.42,0.24,0.28
n02125311_n02125311_1899_75_0_0_100_0_0.png,100,7.64,660.0,6.43,1.39,0.37,0.39
n04310018_n04310018_10260_75_0_0_100_0_0.png,100,7.49,672.6,6.32,1.20,0.30,0.39
n01644900_n01644900_5151_100_1_0_100_0_0.png,100,6.87,160.9,5.39,1.24,0.23,0.18
n02110806_n02110806_21237_100_0_0_100_0_0.png,100,7.20,590.7,5.29,1.50,0.47,0.55
n02086240_n02086240_6882_100_0_0_100_0_0.png,100,7.48,451.1,7.01,1.96,0.30,0.43
n04429376_n04429376_14171_50_2_2_100_0_0.png,100,7.11,168.7,6.28,1.12,0.23,0.16
n03478589_n03478589_8711_100_3_5_100_0_0.png,100,7.00,316.8,5.32,1.26,0.27,0.35
n03467068_n03467068_22932_100_7_3_100_0_0.png,100,6.72,124.1,5.90,1.28,0.18,0.17
n02102973_n02102973_6678_50_0_0_100_0_0.png,100,5.96,378.1,5.84,1.65,0.34,0.43
n03095699_n03095699_12380_100_0_0_100_0_0.png,100,6.62,386.4,6.12,1.33,0.26,0.38
n07565083_n07565083_6411_75_0_0_100_0_0.png,100,7.04,447.8,5.76,1.29,0.33,0.41
n07697537_n07697537_4250_100_0_0_100_0_0.png,100,7.53,600.5,5.40,1.29,0.37,0.36
n03457902_n03457902_34222_100_4_0_100_0_0.png,100,6.71,378.4,7.29,1.41,0.27,0.30
n02102318_n02102318_3590_100_0_1_100_0_0.png,100,6.92,188.8,5.24,1.06,0.23,0.25
n03992509_n03992509_11250_100_0_0_100_0_0.png,100,7.47,621.1,7.59,1.58,0.30,0.36
n02117135_n02117135_7291_75_0_1_100_0_0.png,100,6.25,668.0,6.25,1.39,0.44,0.50
n02086240_n02086240_4256_100_2_3_100_0_0.png,100,6.99,225.5,5.08,1.28,0.25,0.37
n02916936_n02916936_4448_75_0_0_100_0_0.png,100,7.49,920.7,6.74,1.39,0.41,0.50
n07718747_n07718747_16595_100_9_0_100_0_0.png,100,7.28,135.8,5.40,1.28,0.17,0.18
n01484850_n01484850_24842_100_0_0_100_0_0.png,100,6.20,538.2,5.00,1.22,0.40,0.51
n01689811_n01689811_9083_75_2_9_100_0_0.png,100,6.78,165.9,5.28,1.06,0.26,0.26
n03125729_n03125729_289_100_0_0_100_0_0.png,100,7.23,169.6,6.90,1.15,0.18,0.18
n13037406_n13037406_8692_100_0_0_100_0_0.png,100,6.73,199.7,5.20,1.28,0.21,0.32
n02114548_n02114548_24805_75_0_1_100_0_0.png,100,7.09,350.7,5.78,1.27,0.31,0.38
n02910353_n02910353_8726_75_2_4_100_0_0.png,100,7.17,308.1,9.27,1.69,0.21,0.15
n02259212_n02259212_3397_75_0_0_100_0_0.png,100,7.21,309.8,6.54,1.33,0.23,0.33
n01990800_n01990800_4247_100_0_0_100_0_0.png,100,7.08,319.1,6.01,1.36,0.23,0.30
n04252225_n04252225_8583_100_4_8_100_0_0.png,100,5.85,476.3,7.16,1.72,0.36,0.57
n02165456_n02165456_7567_75_0_0_100_0_0.png,100,7.64,156.3,5.09,0.96,0.25,0.19
n03676483_n03676483_35475_100_0_0_100_0_0.png,100,7.13,440.6,5.90,1.07,0.35,0.44
n03345487_n03345487_11483_75_2_6_100_0_0.png,100,7.15,224.4,5.65,1.12,0.18,0.27
n03345487_n03345487_284_50_1_0_100_0_0.png,100,6.97,397.3,7.77,1.49,0.22,0.27
n02099601_n02099601_3305_100_0_0_100_0_0.png,100,7.23,223.0,7.10,1.58,0.19,0.26
n03710721_n03710721_17129_100_0_0_100_0_0.png,100,6.79,600.5,5.43,1.30,0.32,0.41
n03676483_n03676483_7894_25_0_0_100_0_0.png,100,7.15,641.5,6.81,1.58,0.35,0.41
n02125311_n02125311_13026_75_0_0_100_0_0.png,100,7.59,259.8,10.31,1.83,0.15,0.17
n03447447_n03447447_7930_100_0_7_100_0_0.png,100,5.84,124.9,5.80,1.11,0.19,0.24
n03047690_n03047690_18417_75_0_0_100_0_0.png,100,7.13,629.6,6.73,1.69,0.35,0.39
n02127052_n02127052_16344_100_0_0_100_0_0.png,100,6.77,711.0,5.30,1.49,0.44,0.57
n03840681_n03840681_7231_100_0_1_100_0_0.png,100,7.34,175.8,6.81,1.47,0.17,0.21
n03291819_n03291819_4152_100_0_0_100_0_0.png,100,7.69,339.0,5.46,1.03,0.23,0.24
n02107574_n02107574_2910_100_4_3_100_0_0.png,100,6.82,373.7,5.87,1.45,0.29,0.38
n02100236_n02100236_9578_100_4_3_100_0_0.png,100,7.10,115.0,5.36,1.05,0.22,0.23
n02484975_n02484975_7750_100_1_3_100_0_0.png,100,7.41,729.8,7.66,2.09,0.32,0.56
n04553703_n04553703_44647_100_0_0_100_0_0.png,100,6.85,633.9,6.21,1.52,0.26,0.35
n07716358_n07716358_41675_75_0_2_100_0_0.png,100,7.31,277.4,6.97,1.43,0.26,0.26
n02504458_n02504458_631_100_0_0_100_0_0.png,100,6.77,353.6,5.22,1.33,0.37,0.52
n04355338_n04355338_4399_100_4_3_100_0_0.png,100,6.70,290.7,6.04,1.31,0.25,0.32
n07697313_n07697313_8732_75_0_0_100_0_0.png,100,7.41,572.6,5.62,1.25,0.37,0.38
n03126707_n03126707_6814_100_1_2_100_0_0.png,100,7.11,294.5,5.34,1.28,0.24,0.35
n04133789_n04133789_6126_100_0_1_100_0_0.png,100,6.98,406.3,5.20,1.40,0.38,0.52
n02277742_n02277742_22979_75_0_0_100_0_0.png,100,7.64,438.3,9.49,1.83,0.24,0.25
n01669191_n01669191_8956_75_0_0_100_0_0.png,100,7.12,341.9,5.59,1.23,0.28,0.37
n02834397_n02834397_2018_75_0_0_100_0_0.png,100,6.53,362.2,6.25,1.45,0.39,0.45
n07614500_n07614500_6531_100_0_0_100_0_0.png,100,7.38,645.7,5.70,1.20,0.33,0.35
n07749582_n07749582_1485_75_0_0_100_0_0.png,100,6.88,418.0,6.33,1.34,0.30,0.33
n02128757_n02128757_1218_100_2_1_100_0_0.png,100,7.22,258.9,6.64,1.79,0.28,0.32
n02105855_n02105855_6515_75_0_0_100_0_0.png,100,6.56,334.3,6.59,1.26,0.26,0.26
n02130308_n02130308_4780_100_1_0_100_0_0.png,100,7.29,201.5,6.65,1.15,0.19,0.23
n03775071_n03775071_14085_75_0_0_100_0_0.png,100,6.94,217.9,5.54,1.20,0.22,0.34
n01692333_n01692333_1796_50_0_1_100_0_0.png,100,7.50,316.4,9.89,2.04,0.21,0.20
n03271574_n03271574_2536_100_2_3_100_0_0.png,100,7.14,471.7,8.15,2.48,0.32,0.41
n03131574_n03131574_5278_100_0_0_100_0_0.png,100,6.60,303.0,5.18,1.24,0.27,0.26
n02814860_n02814860_17170_100_7_14_100_0_0.png,100,6.67,230.2,6.88,1.34,0.19,0.20
n02114548_n02114548_16747_75_0_0_100_0_0.png,100,6.36,206.6,6.94,1.37,0.27,0.30
n04584207_n04584207_8213_75_0_0_100_0_0.png,100,6.70,523.5,5.78,1.14,0.27,0.30
n04487081_n04487081_4838_100_0_4_100_0_0.png,100,7.38,193.9,6.94,1.65,0.23,0.17
n04428191_n04428191_34298_75_1_2_100_0_0.png,100,7.20,916.5,7.20,1.78,0.40,0.50
n02966687_n02966687_10009_100_6_2_100_0_0.png,100,7.36,254.7,6.70,1.29,0.23,0.27
n02117135_n02117135_2031_100_0_2_100_0_0.png,100,6.73,488.7,8.51,2.04,0.29,0.44
n03992509_n03992509_10900_75_0_0_100_0_0.png,100,7.39,387.1,5.82,1.33,0.29,0.31
n02206856_n02206856_5999_100_0_0_100_0_0.png,100,7.32,477.2,6.91,1.45,0.35,0.33
n02091467_n02091467_3993_100_0_0_100_0_0.png,100,7.55,253.7,6.52,1.52,0.21,0.25
n04118776_n04118776_59477_100_1_3_100_0_0.png,100,6.34,164.1,6.54,1.43,0.21,0.31
n02119022_n02119022_1927_100_1_1_100_0_0.png,100,7.57,461.7,9.84,2.58,0.22,0.28
n02099601_n02099601_533_100_2_0_100_0_0.png,100,7.33,423.9,7.43,1.73,0.33,0.38
n02231487_n02231487_3119_100_0_0_100_0_0.png,100,7.48,486.0,5.01,1.20,0.28,0.34
n01667778_n01667778_279_100_0_0_100_0_0.png,100,7.22,175.0,5.52,1.06,0.25,0.26
n03888605_n03888605_27703_75_1_0_100_0_0.png,100,6.99,510.8,5.37,1.04,0.32,0.36
n02025239_n02025239_1813_75_0_0_100_0_0.png,100,6.93,584.3,7.86,1.77,0.32,0.39
n02113799_n02113799_1905_75_1_2_100_0_0.png,100,6.78,251.4,5.84,1.19,0.21,0.31
n07831146_n07831146_901_75_0_0_100_0_0.png,100,7.15,205.5,5.05,0.97,0.27,0.29
n03942813_n03942813_4455_75_0_0_100_0_0.png,100,7.51,117.3,5.54,0.88,0.18,0.14
n02317335_n02317335_15692_100_1_0_100_0_0.png,100,6.73,246.2,5.13,1.29,0.30,0.38
n03447721_n03447721_43129_100_8_5_100_0_0.png,100,6.80,329.2,6.99,1.46,0.30,0.21
n02098286_n02098286_4362_75_0_0_100_0_0.png,100,7.28,726.7,8.96,1.96,0.35,0.41
n09246464_n09246464_2595_100_7_3_100_0_0.png,100,6.39,475.4,7.77,2.02,0.30,0.45
n03527444_n03527444_25600_50_0_0_100_0_0.png,100,6.30,625.9,5.69,1.35,0.33,0.36
n02113023_n02113023_4067_100_0_0_100_0_0.png,100,6.59,320.1,5.10,1.12,0.26,0.26
n01744401_n01744401_9850_50_0_0_100_0_0.png,100,6.92,223.2,6.02,1.21,0.29,0.29
n02410509_n02410509_9995_100_3_2_100_0_0.png,100,7.27,179.0,5.66,1.36,0.26,0.32
n02123597_n02123597_3891_75_4_5_100_0_0.png,100,7.05,271.0,6.34,1.33,0.26,0.35
n02112706_n02112706_2807_50_2_0_100_0_0.png,100,6.79,160.2,6.32,1.12,0.23,0.24
n04392985_n04392985_4790_100_0_0_100_0_0.png,100,6.77,334.3,6.36,1.53,0.30,0.32
n02727426_n02727426_11439_100_2_3_100_0_0.png,100,7.24,345.7,10.19,2.27,0.20,0.20
n04465501_n04465501_12038_50_3_2_100_0_0.png,100,6.07,780.9,6.10,1.44,0.40,0.51
n02100735_n02100735_11961_100_0_0_100_0_0.png,100,6.54,350.3,6.45,1.44,0.22,0.29
n04131690_n04131690_3031_75_0_0_100_0_0.png,100,7.26,239.1,6.68,1.28,0.23,0.29
n02917067_n02917067_3471_100_1_5_100_0_0.png,100,7.02,121.2,5.03,1.11,0.18,0.20
n02814533_n02814533_30383_100_1_2_100_0_0.png,100,7.16,286.2,5.67,1.25,0.21,0.34
n02105505_n02105505_4804_75_0_0_100_0_0.png,100,7.86,219.4,6.98,1.36,0.21,0.26
n03527444_n03527444_23081_75_1_0_100_0_0.png,100,6.76,288.6,5.03,1.25,0.20,0.25
n07715103_n07715103_894_100_0_0_100_0_0.png,100,7.21,602.4,9.07,2.44,0.29,0.38
n02100877_n02100877_1952_100_0_4_100_0_0.png,100,7.36,110.6,5.93,1.28,0.25,0.19
n02342885_n02342885_10197_100_0_0_100_0_0.png,100,7.72,630.2,6.40,1.68,0.41,0.55
n02114855_n02114855_18181_100_0_0_100_0_0.png,100,7.05,456.6,5.28,1.26,0.40,0.46
n02105412_n02105412_123_75_0_0_100_0_0.png,100,7.06,428.3,7.37,1.60,0.28,0.35
n01843065_n01843065_7702_75_0_0_100_0_0.png,100,7.42,876.2,5.76,1.41,0.38,0.40
n04517823_n04517823_40370_75_0_0_100_0_0.png,100,7.41,569.5,5.82,1.32,0.37,0.46
n03425413_n03425413_11092_75_4_1_100_0_0.png,100,7.14,355.8,6.25,0.98,0.28,0.30
n01496331_n01496331_30694_75_0_0_100_0_0.png,100,6.76,379.9,7.97,1.48,0.28,0.28
n04591157_n04591157_3213_100_0_1_100_0_0.png,100,7.14,330.1,5.18,1.14,0.22,0.30
n02484975_n02484975_10693_75_0_0_100_0_0.png,100,7.70,812.2,6.89,1.76,0.42,0.59
n03133878_n03133878_12726_100_0_0_100_0_0.png,100,7.20,445.4,5.69,1.09,0.29,0.28
n02101388_n02101388_3086_100_2_7_100_0_0.png,100,6.70,277.7,5.31,1.29,0.34,0.36
n04376876_n04376876_10678_100_0_0_100_0_0.png,100,7.16,381.1,5.01,1.16,0.33,0.42
n02790996_n02790996_5985_100_0_0_100_0_0.png,100,7.75,344.7,6.45,1.47,0.23,0.27
n01797886_n01797886_151_100_1_2_100_0_0.png,100,7.56,753.5,7.43,1.72,0.33,0.41
n03916031_n03916031_20895_100_0_0_100_0_0.png,100,7.13,328.2,5.48,1.14,0.28,0.32
n02105056_n02105056_4859_75_0_1_100_0_0.png,100,7.63,286.3,5.91,1.17,0.25,0.29
n03220513_n03220513_31859_50_0_1_100_0_0.png,100,6.88,269.4,7.27,1.25,0.18,0.19
